Gene_ID_our,baseMean,LFC_our,lfcSE,stat,pvalue,padj,Gene_ID_paper,LFC_paper,FDR,Gene_Name,Description,Gene_ID_norm
B9J08_05199,565.260826949113,1.61407674418172,0.165345521558687,9.76184131850726,1.641474340214e-22,1.25478988492644e-19,B9J08_005199,1.299319137,8.68e-07,,"Ortholog(s) have transcription coactivator activity and role in positive regulation of transcription by RNA polymerase II, response to arsenic-containing substance, response to cadmium ion, sulfur amino acid metabolic process",B9J08_05199
B9J08_05078,1983.01810755596,1.80677259210443,0.241400871588553,7.48453218173926,7.18024388179294e-14,2.5614323340982696e-11,B9J08_005078,-1.004787823,1.18e-13,,"Ortholog(s) have adenine deaminase activity and role in adenine catabolic process, hypoxanthine salvage, purine-containing compound salvage",B9J08_05078
B9J08_00017,222.470817942939,-3.25330127961959,0.438923056419335,-7.41200816871984,1.24401093003472e-13,3.91570734506811e-11,B9J08_000017,1.556398803,0.007557721,,"Ortholog(s) have hydrolase activity, acting on ester bonds, triglyceride lipase activity, role in lipid homeostasis and lipid droplet localization",B9J08_00017
B9J08_00777,24600.2308894913,2.08468117724423,0.319368733780625,6.52750553432762,6.687403754799039e-11,1.49101239549707e-08,B9J08_000777,-1.132879158,7.04e-05,,Ortholog(s) have ubiquitin protein ligase binding activity,B9J08_00777
B9J08_01552,1383.53591114596,1.33292086070055,0.260053599553336,5.12556204947731,2.96651445367948e-07,2.11650917888519e-05,B9J08_001552,1.985906968,0.00931954,,Protein of unknown function,B9J08_01552
B9J08_02886,9206.6001425718,1.35133552638867,0.27683804849798,4.88132152975544,1.05377265339024e-06,6.33566007673163e-05,B9J08_002886,1.233352339,0.000319323,,Ortholog(s) have role in intracellular phosphate ion homeostasis,B9J08_02886
B9J08_02735,1175.73297588571,-1.12742784952333,0.233092710386535,-4.83682157049755,1.31931757822413e-06,7.27800861966733e-05,B9J08_002735,1.539355861,0.008038017,,Has domain(s) with predicted role in deadenylation-independent decapping of nuclear-transcribed mRNA,B9J08_02735
B9J08_02136,1590.65426721917,0.831266346130216,0.176712599592516,4.70405816023896,2.55040542723565e-06,0.0001275441069265,B9J08_002136,-8.756698989,1.93e-71,,"Has domain(s) with predicted DNA-binding transcription factor activity, RNA polymerase II-specific, zinc ion binding activity and role in regulation of DNA-templated transcription",B9J08_02136
B9J08_01235,51852.3939943793,1.53180140683702,0.327119039653393,4.68270330109821,2.83116162965104e-06,0.0001328907533356,B9J08_001235,1.415491933,0.000771486,,"Ortholog of C. albicans SC5314 : C1_11850W_A, C. dubliniensis CD36 : Cd36_11100, C. parapsilosis CDC317 : CPAR2_203550 and Candida tenuis NRRL Y-1498 : CANTEDRAFT_113695",B9J08_01235
B9J08_03948,1101.46343275685,0.956318571644622,0.225627287484988,4.23848809381378,2.2503011460468e-05,0.0006439230712564,B9J08_003948,1.041778477,0.0053357,,"Ortholog(s) have AMP-activated protein kinase activity, enzyme-substrate adaptor activity and role in regulation of protein-containing complex assembly, signal transduction",B9J08_03948
B9J08_00928,556.838805633506,1.00257073845026,0.242934689911597,4.12691468153473,3.67662720148518e-05,0.0009596893734218,B9J08_000928,1.351057419,6.18e-05,,"Ortholog(s) have water channel activity, role in ascospore formation, transmembrane transport, water transport and plasma membrane localization",B9J08_00928
B9J08_02165,1136.0986870664,-0.693437006281406,0.178185602267274,-3.89165565263387,9.95624839343357e-05,0.0020569839827514,B9J08_002165,1.445820057,0.000148015,,"Ortholog(s) have SNAP receptor activity, phosphatidylinositol-3-phosphate binding activity",B9J08_02165
B9J08_02919,1667.09427085813,0.416900626085588,0.110913156092416,3.75880229878424,0.0001707286728224,0.0031286613981952,B9J08_002919,2.082422217,1.65e-08,,"Ortholog(s) have malate synthase activity, role in glyoxylate cycle and cytosol, peroxisomal matrix, peroxisome localization",B9J08_02919
B9J08_00701,3091.44286247778,1.1200545345881,0.310840298728035,3.6033118587628,0.0003141881881063,0.0050335957920868,B9J08_000701,-1.54217742,0.001064084,,Has domain(s) with predicted oxidoreductase activity,B9J08_00701
B9J08_00593,2469.13569872577,1.56614478947683,0.436265830472672,3.58988644098023,0.0003308220517809,0.0051912868008212,B9J08_000593,1.001919155,3.54e-06,,Has domain(s) with predicted phosphatidylinositol binding activity,B9J08_00593
B9J08_02459,22397.50185934,1.45728148797225,0.406741256096299,3.58282191966096,0.0003399023378675,0.0053181795611973,B9J08_002459,2.548008686,0.000805119,,"Ortholog(s) have lipid binding activity, role in endocytosis, response to heat and eisosome localization",B9J08_02459
B9J08_00010,327.89698646094,0.800202737690958,0.224099597112981,3.57074598972854,0.0003559659735432,0.0054892620300576,B9J08_000010,1.348217905,0.004561642,,"Ortholog(s) have carnitine O-acetyltransferase activity, role in carnitine metabolic process and mitochondrion, peroxisome localization",B9J08_00010
