v2_gene,v3_gene,v2_length,v3_length,exact_match,identity
B9J08_002055,B9J08_03128,185.0,185.0,True,100.0
B9J08_003657,B9J08_01515,364.0,364.0,True,100.0
B9J08_003563,B9J08_01421,379.0,379.0,True,100.0
B9J08_001952,B9J08_03025,541.0,541.0,True,100.0
B9J08_001673,B9J08_00143,586.0,586.0,True,100.0
B9J08_005560,B9J08_05240,176.0,176.0,True,100.0
B9J08_004097,B9J08_01954,670.0,670.0,True,100.0
B9J08_003491,B9J08_01350,284.0,284.0,True,100.0
B9J08_002660,B9J08_00520,639.0,639.0,True,100.0
B9J08_000170,B9J08_02129,394.0,394.0,True,100.0
B9J08_005317,B9J08_04200,303.0,303.0,True,100.0
B9J08_004098,B9J08_01955,1247.0,1247.0,True,100.0
B9J08_001948,B9J08_03021,660.0,660.0,True,100.0
B9J08_003694,B9J08_01552,604.0,604.0,True,100.0
B9J08_003910,B9J08_01768,389.0,389.0,True,100.0
B9J08_001515,B9J08_03765,531.0,531.0,True,100.0
B9J08_004775,B9J08_04735,586.0,586.0,True,100.0
B9J08_001660,B9J08_00130,662.0,662.0,True,100.0
B9J08_004798,B9J08_04758,,,False,
B9J08_000834,B9J08_02792,421.0,421.0,True,100.0
B9J08_001155,B9J08_03405,858.0,858.0,True,100.0
B9J08_004200,B9J08_04954,287.0,287.0,True,100.0
B9J08_004544,B9J08_04503,,,False,
B9J08_000724,B9J08_02682,147.0,147.0,True,100.0
B9J08_001899,B9J08_00369,1604.0,1604.0,True,100.0
B9J08_004842,B9J08_04802,123.0,123.0,True,100.0
B9J08_004204,B9J08_04958,535.0,535.0,True,100.0
B9J08_000438,B9J08_02396,279.0,279.0,True,100.0
B9J08_004830,B9J08_04790,487.0,487.0,True,100.0
B9J08_002227,B9J08_03300,569.0,569.0,True,100.0
B9J08_001132,B9J08_03382,673.0,673.0,True,100.0
B9J08_002217,B9J08_03290,749.0,749.0,True,100.0
B9J08_002251,B9J08_05261,547.0,547.0,True,100.0
B9J08_004109,B9J08_04863,2946.0,2946.0,True,100.0
B9J08_003449,B9J08_01308,,,False,
B9J08_004446,B9J08_05200,664.0,664.0,True,100.0
B9J08_004365,B9J08_05119,,,False,
B9J08_002244,B9J08_05254,157.0,157.0,True,100.0
B9J08_000594,B9J08_02552,629.0,629.0,True,100.0
B9J08_002886,B9J08_00745,543.0,543.0,True,100.0
B9J08_004545,B9J08_04504,,,False,
B9J08_000398,B9J08_02356,559.0,559.0,True,100.0
B9J08_000221,B9J08_02180,160.0,160.0,True,100.0
B9J08_004066,B9J08_01923,,,False,
B9J08_001362,B9J08_03612,530.0,530.0,True,100.0
B9J08_004444,B9J08_05198,569.0,569.0,True,100.0
B9J08_001520,B9J08_03770,293.0,293.0,True,100.0
B9J08_004161,B9J08_04915,517.0,517.0,True,100.0
B9J08_004479,B9J08_04438,,,False,
B9J08_002951,B9J08_00809,260.0,260.0,True,100.0
B9J08_003981,B9J08_01838,549.0,549.0,True,100.0
B9J08_004112,B9J08_04866,1795.0,1795.0,True,100.0
B9J08_004602,B9J08_04561,,,False,
B9J08_002256,B9J08_05266,279.0,279.0,True,100.0
B9J08_002480,B9J08_05490,544.0,544.0,True,100.0
B9J08_000117,B9J08_02076,258.0,258.0,True,100.0
B9J08_000008,B9J08_01967,592.0,592.0,True,100.0
B9J08_004100,B9J08_01957,760.0,760.0,True,100.0
B9J08_002218,B9J08_03291,147.0,147.0,True,100.0
B9J08_000656,B9J08_02614,340.0,340.0,True,100.0
B9J08_000266,B9J08_02225,324.0,324.0,True,100.0
B9J08_002333,B9J08_05343,489.0,489.0,True,100.0
B9J08_004135,B9J08_04889,378.0,378.0,True,100.0
B9J08_004514,B9J08_04473,305.0,305.0,True,100.0
B9J08_002630,B9J08_00490,494.0,494.0,True,100.0
B9J08_000005,B9J08_01964,202.0,202.0,True,100.0
B9J08_003903,B9J08_01761,378.0,378.0,True,100.0
B9J08_000592,B9J08_02550,442.0,442.0,True,100.0
B9J08_001581,B9J08_00052,1112.0,1112.0,True,100.0
B9J08_005072,B9J08_03955,93.0,93.0,True,100.0
B9J08_003908,B9J08_01766,617.0,617.0,True,100.0
B9J08_001549,B9J08_00020,152.0,152.0,True,100.0
B9J08_003891,B9J08_01749,124.0,124.0,True,100.0
B9J08_001458,B9J08_03708,765.0,765.0,True,100.0
B9J08_004451,B9J08_05205,717.0,717.0,True,100.0
B9J08_002136,B9J08_03209,353.0,353.0,True,100.0
