v2_gene,v3_gene,v2_length,v3_length,exact_match,identity
B9J08_004602,B9J08_04561,,,False,
B9J08_000811,B9J08_02769,781.0,781.0,True,100.0
B9J08_000835,B9J08_02793,249.0,249.0,True,100.0
B9J08_003569,B9J08_01427,228.0,228.0,True,100.0
B9J08_004545,B9J08_04504,,,False,
B9J08_000363,B9J08_02321,269.0,269.0,True,100.0
B9J08_001449,B9J08_03699,356.0,356.0,True,100.0
B9J08_000777,B9J08_02735,640.0,640.0,True,100.0
B9J08_000834,B9J08_02792,421.0,421.0,True,100.0
B9J08_000776,B9J08_02734,423.0,423.0,True,100.0
B9J08_000483,B9J08_02441,,,False,
B9J08_004309,B9J08_05063,,,False,
B9J08_002969,B9J08_00827,215.0,215.0,True,100.0
B9J08_005300,B9J08_04183,315.0,315.0,True,100.0
B9J08_004183,B9J08_04937,515.0,515.0,True,100.0
B9J08_003371,B9J08_01232,251.0,251.0,True,100.0
B9J08_002582,B9J08_05592,861.0,861.0,True,100.0
B9J08_003374,B9J08_01235,,,False,
B9J08_003140,B9J08_00998,247.0,247.0,True,100.0
B9J08_004738,B9J08_04698,445.0,445.0,True,100.0
B9J08_000874,B9J08_02832,468.0,468.0,True,100.0
B9J08_002481,B9J08_05491,553.0,553.0,True,100.0
B9J08_003908,B9J08_01766,617.0,617.0,True,100.0
B9J08_002560,B9J08_05570,144.0,144.0,True,100.0
B9J08_000844,B9J08_02802,242.0,242.0,True,100.0
B9J08_005567,B9J08_04418,429.0,429.0,True,100.0
B9J08_002734,B9J08_00593,527.0,527.0,True,100.0
B9J08_003016,B9J08_00874,719.0,719.0,True,100.0
B9J08_005090,B9J08_03973,236.0,236.0,True,100.0
B9J08_000938,B9J08_02896,566.0,566.0,True,100.0
B9J08_002565,B9J08_05575,205.0,205.0,True,100.0
B9J08_004331,B9J08_05085,,,False,
B9J08_002735,B9J08_00594,797.0,797.0,True,100.0
B9J08_005580,B9J08_01062,,,False,
B9J08_002244,B9J08_05254,157.0,157.0,True,100.0
B9J08_004878,B9J08_04838,506.0,506.0,True,100.0
B9J08_002109,B9J08_03182,1068.0,1068.0,True,100.0
B9J08_000724,B9J08_02682,147.0,147.0,True,100.0
B9J08_002382,B9J08_05392,318.0,318.0,True,100.0
B9J08_001440,B9J08_03690,243.0,243.0,True,100.0
B9J08_005075,B9J08_03958,,,False,
B9J08_001792,B9J08_00262,105.0,105.0,True,100.0
B9J08_002663,B9J08_00523,554.0,554.0,True,100.0
B9J08_001171,B9J08_03421,336.0,336.0,True,100.0
B9J08_002130,B9J08_03203,481.0,481.0,True,100.0
B9J08_001881,B9J08_00351,202.0,202.0,True,100.0
B9J08_004928,B9J08_03811,,,False,
B9J08_005565,B9J08_05245,680.0,680.0,True,100.0
B9J08_002800,B9J08_00659,230.0,230.0,True,100.0
B9J08_004148,B9J08_04902,336.0,336.0,True,100.0
B9J08_002279,B9J08_05289,440.0,440.0,True,100.0
B9J08_000059,B9J08_02018,173.0,173.0,True,100.0
B9J08_004514,B9J08_04473,305.0,305.0,True,100.0
B9J08_004387,B9J08_05141,534.0,534.0,True,100.0
B9J08_000120,B9J08_02079,774.0,774.0,True,100.0
B9J08_003109,B9J08_00967,453.0,453.0,True,100.0
B9J08_003891,B9J08_01749,124.0,124.0,True,100.0
B9J08_000175,B9J08_02134,,,False,
B9J08_003632,B9J08_01490,,,False,
B9J08_005280,B9J08_04163,567.0,567.0,True,100.0
B9J08_002630,B9J08_00490,494.0,494.0,True,100.0
B9J08_004089,B9J08_01946,482.0,482.0,True,100.0
B9J08_003448,B9J08_01307,305.0,305.0,True,100.0
B9J08_003265,B9J08_01126,579.0,579.0,True,100.0
B9J08_002356,B9J08_05366,241.0,241.0,True,100.0
B9J08_004112,B9J08_04866,1795.0,1795.0,True,100.0
B9J08_001951,B9J08_03024,594.0,594.0,True,100.0
B9J08_003231,B9J08_01092,751.0,751.0,True,100.0
B9J08_001919,B9J08_00389,706.0,706.0,True,100.0
B9J08_004376,B9J08_05130,337.0,337.0,True,100.0
B9J08_002953,B9J08_00811,1815.0,1815.0,True,100.0
B9J08_001225,B9J08_03475,843.0,843.0,True,100.0
B9J08_001362,B9J08_03612,530.0,530.0,True,100.0
B9J08_001132,B9J08_03382,673.0,673.0,True,100.0
B9J08_001590,B9J08_00060,277.0,277.0,True,100.0
B9J08_004468,B9J08_05222,647.0,647.0,True,100.0
B9J08_005226,B9J08_04109,472.0,472.0,True,100.0
B9J08_001647,B9J08_00117,574.0,574.0,True,100.0
B9J08_005552,B9J08_05232,435.0,435.0,True,100.0
B9J08_000164,B9J08_02123,,,False,
B9J08_001830,B9J08_00300,574.0,574.0,True,100.0
B9J08_002627,B9J08_00487,,,False,
B9J08_004451,B9J08_05205,717.0,717.0,True,100.0
B9J08_001181,B9J08_03431,419.0,419.0,True,100.0
B9J08_002540,B9J08_05550,386.0,386.0,True,100.0
B9J08_004639,B9J08_04598,653.0,653.0,True,100.0
B9J08_002566,B9J08_05576,,,False,
B9J08_001371,B9J08_03621,791.0,791.0,True,100.0
B9J08_002976,B9J08_00834,319.0,319.0,True,100.0
B9J08_001860,B9J08_00330,,,False,
B9J08_003981,B9J08_01838,549.0,549.0,True,100.0
B9J08_005081,B9J08_03964,126.0,126.0,True,100.0
B9J08_002707,B9J08_00566,1656.0,1656.0,True,100.0
B9J08_004495,B9J08_04454,279.0,279.0,True,100.0
B9J08_004261,B9J08_05015,584.0,584.0,True,100.0
B9J08_001482,B9J08_03732,79.0,79.0,True,100.0
B9J08_001549,B9J08_00020,152.0,152.0,True,100.0
B9J08_000157,B9J08_02116,125.0,125.0,True,100.0
B9J08_004469,B9J08_05223,197.0,197.0,True,100.0
B9J08_001613,B9J08_00083,,,False,
B9J08_003205,B9J08_01066,,,False,
B9J08_001685,B9J08_00155,266.0,266.0,True,100.0
B9J08_002243,B9J08_05253,540.0,540.0,True,100.0
B9J08_002668,B9J08_00528,519.0,519.0,True,100.0
B9J08_001484,B9J08_03734,,,False,
B9J08_000370,B9J08_02328,,,False,
B9J08_004430,B9J08_05184,1630.0,1630.0,True,100.0
B9J08_001546,B9J08_00017,392.0,392.0,True,100.0
B9J08_000479,B9J08_02437,1472.0,1472.0,True,100.0
B9J08_002248,B9J08_05258,309.0,309.0,True,100.0
B9J08_000592,B9J08_02550,442.0,442.0,True,100.0
B9J08_004172,B9J08_04926,513.0,513.0,True,100.0
B9J08_003921,B9J08_01779,672.0,672.0,True,100.0
B9J08_002669,B9J08_00529,,,False,
B9J08_005148,B9J08_04031,231.0,231.0,True,100.0
B9J08_000821,B9J08_02779,598.0,598.0,True,100.0
B9J08_000285,B9J08_02244,421.0,421.0,True,100.0
B9J08_001852,B9J08_00322,335.0,335.0,True,100.0
B9J08_001389,B9J08_03639,,,False,
B9J08_003766,B9J08_01624,668.0,668.0,True,100.0
B9J08_004863,B9J08_04823,94.0,94.0,True,100.0
B9J08_002231,B9J08_03304,,,False,
B9J08_001550,B9J08_00021,617.0,617.0,True,100.0
B9J08_001350,B9J08_03600,1260.0,1260.0,True,100.0
B9J08_003454,B9J08_01313,480.0,480.0,True,100.0
B9J08_000447,B9J08_02405,395.0,395.0,True,100.0
B9J08_004769,B9J08_04729,,,False,
B9J08_000432,B9J08_02390,463.0,463.0,True,100.0
B9J08_002218,B9J08_03291,147.0,147.0,True,100.0
B9J08_002250,B9J08_05260,523.0,523.0,True,100.0
B9J08_005114,B9J08_03997,176.0,176.0,True,100.0
B9J08_001182,B9J08_03432,798.0,798.0,True,100.0
B9J08_001948,B9J08_03021,660.0,660.0,True,100.0
B9J08_001581,B9J08_00052,1112.0,1112.0,True,100.0
B9J08_004445,B9J08_05199,565.0,565.0,True,100.0
B9J08_004988,B9J08_03871,194.0,194.0,True,100.0
B9J08_003929,B9J08_01786,466.0,466.0,True,100.0
B9J08_004027,B9J08_01884,437.0,437.0,True,100.0
B9J08_002807,B9J08_00666,597.0,597.0,True,100.0
B9J08_000325,B9J08_02283,1037.0,1037.0,True,100.0
B9J08_000438,B9J08_02396,279.0,279.0,True,100.0
B9J08_002792,B9J08_00651,552.0,552.0,True,100.0
B9J08_003088,B9J08_00946,520.0,520.0,True,100.0
B9J08_002217,B9J08_03290,749.0,749.0,True,100.0
B9J08_003099,B9J08_00957,,,False,
B9J08_003911,B9J08_01769,533.0,533.0,True,100.0
B9J08_002304,B9J08_05314,504.0,504.0,True,100.0
B9J08_004787,B9J08_04747,396.0,396.0,True,100.0
B9J08_000799,B9J08_02757,603.0,603.0,True,100.0
B9J08_002613,B9J08_00473,427.0,427.0,True,100.0
B9J08_005063,B9J08_03946,120.0,120.0,True,100.0
B9J08_003223,B9J08_01084,340.0,340.0,True,100.0
B9J08_002482,B9J08_05492,309.0,309.0,True,100.0
B9J08_002451,B9J08_05461,1469.0,1469.0,True,100.0
B9J08_002480,B9J08_05490,544.0,544.0,True,100.0
B9J08_000287,B9J08_02246,326.0,326.0,True,100.0
B9J08_004446,B9J08_05200,664.0,664.0,True,100.0
B9J08_001998,B9J08_03071,,,False,
B9J08_001012,B9J08_02970,343.0,343.0,True,100.0
B9J08_000656,B9J08_02614,340.0,340.0,True,100.0
B9J08_002593,B9J08_00453,348.0,348.0,True,100.0
B9J08_004378,B9J08_05132,252.0,252.0,True,100.0
B9J08_001458,B9J08_03708,765.0,765.0,True,100.0
B9J08_001899,B9J08_00369,1604.0,1604.0,True,100.0
B9J08_002136,B9J08_03209,353.0,353.0,True,100.0
