v2_gene,v3_gene,v2_length,v3_length,exact_match,identity
B9J08_004928,B9J08_03811,,,False,
B9J08_000990,B9J08_02948,464.0,464.0,True,100.0
B9J08_004310,B9J08_05064,605.0,605.0,True,100.0
B9J08_000905,B9J08_02863,214.0,214.0,True,100.0
B9J08_002694,B9J08_00553,230.0,230.0,True,100.0
B9J08_001918,B9J08_00388,581.0,581.0,True,100.0
B9J08_004562,B9J08_04521,,,False,
B9J08_002480,B9J08_05490,544.0,544.0,True,100.0
B9J08_002234,B9J08_03307,248.0,248.0,True,100.0
B9J08_005201,B9J08_04084,,,False,
B9J08_001940,B9J08_00410,119.0,119.0,True,100.0
B9J08_001524,B9J08_03774,550.0,550.0,True,100.0
B9J08_001834,B9J08_00304,681.0,681.0,True,100.0
B9J08_000030,B9J08_01989,277.0,277.0,True,100.0
B9J08_001171,B9J08_03421,336.0,336.0,True,100.0
B9J08_001521,B9J08_03771,687.0,687.0,True,100.0
B9J08_004292,B9J08_05046,,,False,
B9J08_000447,B9J08_02405,395.0,395.0,True,100.0
B9J08_002847,B9J08_00706,,,False,
B9J08_004192,B9J08_04946,1061.0,1061.0,True,100.0
B9J08_000874,B9J08_02832,468.0,468.0,True,100.0
B9J08_001875,B9J08_00345,,,False,
B9J08_001482,B9J08_03732,79.0,79.0,True,100.0
B9J08_004441,B9J08_05195,1025.0,1025.0,True,100.0
B9J08_001526,B9J08_03776,530.0,530.0,True,100.0
B9J08_001930,B9J08_00400,333.0,333.0,True,100.0
B9J08_003038,B9J08_00896,459.0,459.0,True,100.0
B9J08_005580,B9J08_01062,,,False,
B9J08_001951,B9J08_03024,594.0,594.0,True,100.0
B9J08_002669,B9J08_00529,,,False,
B9J08_000512,B9J08_02470,250.0,250.0,True,100.0
B9J08_004101,B9J08_01958,286.0,286.0,True,100.0
B9J08_005226,B9J08_04109,472.0,472.0,True,100.0
B9J08_004188,B9J08_04942,589.0,589.0,True,100.0
B9J08_003541,B9J08_01399,,,False,
B9J08_005075,B9J08_03958,,,False,
B9J08_004790,B9J08_04750,396.0,396.0,True,100.0
B9J08_000863,B9J08_02821,,,False,
B9J08_000003,B9J08_01962,534.0,534.0,True,100.0
B9J08_003830,B9J08_01688,580.0,580.0,True,100.0
B9J08_000834,B9J08_02792,421.0,421.0,True,100.0
B9J08_005172,B9J08_04055,575.0,575.0,True,100.0
B9J08_002309,B9J08_05319,114.0,114.0,True,100.0
B9J08_004375,B9J08_05129,,,False,
B9J08_002628,B9J08_00488,1081.0,1081.0,True,100.0
B9J08_004553,B9J08_04512,461.0,461.0,True,100.0
B9J08_001787,B9J08_00257,853.0,853.0,True,100.0
B9J08_000446,B9J08_02404,863.0,863.0,True,100.0
B9J08_003772,B9J08_01630,168.0,168.0,True,100.0
B9J08_001125,B9J08_03375,1486.0,1486.0,True,100.0
B9J08_002108,B9J08_03181,391.0,391.0,True,100.0
B9J08_003306,B9J08_01167,,,False,
B9J08_001986,B9J08_03059,101.0,101.0,True,100.0
B9J08_004797,B9J08_04757,546.0,546.0,True,100.0
B9J08_002761,B9J08_00620,445.0,445.0,True,100.0
B9J08_000686,B9J08_02644,,,False,
B9J08_004171,B9J08_04925,261.0,261.0,True,100.0
B9J08_003998,B9J08_01855,,,False,
B9J08_002691,B9J08_00550,387.0,387.0,True,100.0
B9J08_001531,B9J08_00002,1375.0,1375.0,True,100.0
B9J08_001525,B9J08_03775,480.0,480.0,True,100.0
B9J08_001740,B9J08_00210,708.0,708.0,True,100.0
B9J08_001660,B9J08_00130,662.0,662.0,True,100.0
B9J08_003908,B9J08_01766,617.0,617.0,True,100.0
B9J08_001529,B9J08_03779,800.0,800.0,True,100.0
B9J08_003267,B9J08_01128,369.0,369.0,True,100.0
B9J08_004863,B9J08_04823,94.0,94.0,True,100.0
B9J08_000694,B9J08_02652,,,False,
B9J08_004309,B9J08_05063,,,False,
B9J08_005114,B9J08_03997,176.0,176.0,True,100.0
B9J08_002529,B9J08_05539,270.0,270.0,True,100.0
B9J08_004387,B9J08_05141,534.0,534.0,True,100.0
B9J08_001448,B9J08_03698,,,False,
B9J08_004786,B9J08_04746,288.0,288.0,True,100.0
B9J08_000594,B9J08_02552,629.0,629.0,True,100.0
B9J08_003003,B9J08_00861,313.0,313.0,True,100.0
B9J08_000915,B9J08_02873,251.0,251.0,True,100.0
B9J08_001860,B9J08_00330,,,False,
B9J08_002261,B9J08_05271,169.0,169.0,True,100.0
B9J08_003374,B9J08_01235,,,False,
B9J08_003903,B9J08_01761,378.0,378.0,True,100.0
B9J08_004534,B9J08_04493,506.0,506.0,True,100.0
B9J08_001714,B9J08_00184,116.0,116.0,True,100.0
B9J08_004775,B9J08_04735,586.0,586.0,True,100.0
